url,googleSearchVolume,totalSearchVolume,session
innisfree/makeup,140,9220,17
kitchen-dining/men/tableware,0,330,0
oxford-fajar/kitchen-dining/tableware/drinkware/tumblers,0,0,1
nike/air-zoom/shoes/sports/basketball,10,10,1
walkera/rodeo/camera-photo/drones,0,20,0
canon/ixus/camera-photo,0,210,0
oppo/phones-tablets/smartphones,2400,18666540,11415
jabra/evolve/audio-hi-fi/headphones,10,680,0
oxford-fajar/pets-supplies/cats/toys,0,0,0
nike/free/clothing,0,10,3
wandler/bags/handbags,10,10,0
canon/canoscan/computing/office-supplies,0,40,0
ann-taylor/jewellery/earrings,10,10,0
jabra/halo/audio-hi-fi/headphones,10,190,0
oxford-fajar/phones-tablets/accessories,0,0,0
wardah-cosmetics/makeup/face/powders,0,0,2
vakind/home-decor/other-decorations/artificial-flowers,0,0,0
canon/camera-photo/dslrs/crop,0,150,21
jabra/audio-hi-fi/headphones/in-ear/wireless,10,240,12
appliances/women/fans,10,10,0
oxford-fajar/shoes/sneakers,0,0,0
nike/vapor/clothing/sportswear/accessories,0,10,0
warehouse/clothing/women/dresses/midi,0,0,0
canon/camera-photo/flashes,10,350,9
adata/computing/external-storage,10,110,0
romoss/gt,10,10,0
pacolino/clothing/men/traditional/batik,0,0,1
nike/kd,210,260,36
canon/camera-photo/accessories/lens-hoods,10,30,4
romoss/icharger/phones-tablets/accessories,0,20,0
makeup/women/accessories,0,20,0
palm-angels/clothing/men,0,0,0
nike/shoes/sneakers/low-cut,10,10,1
watches/men/analogue,10,10,6
valentino/clothing/dresses/shift,0,0,0
canon/camera-photo/compact,210,1930,52
shein/clothing/hats,0,10,2
romoss/phones-tablets/accessories,0,60,0
palm-angels/clothing/women/t-shirts,0,0,0
adidas/yeezy,9900,10030,2837
western-digital/caviar/computing/hardware/hdds,0,50,0
valentino/clothing/men/jackets/bombers,0,0,0
canon/computing/office-supplies,0,1120,2
shein/shoes/boots,10,10,2
nivea/makeup/lips/lipbalm,10,10,52
parklon/nursery/bedding,0,0,0
adidas/original/shoes,390,510,25
wonderland/action-sports,0,0,0
velvet/clothing/jackets,30,30,0
borders/hobbies/books,880,900,3
roccat/computing/accessories,0,410,1
peak/clothing/sportswear,10,10,1
adidas/d-rose/shoes,10,20,54
wonderland/computing/accessories/cables/hdmi,0,0,0
vention/audio-hi-fi/accessories,0,0,0
jujube/diapering,10,120,3
vintage/hobbies,0,20,1
penshoppe/men,0,0,0
adidas/deerupt/shoes/sneakers,10,10,0
vera-wang/clothing/women,0,0,0
miss-selfridge/clothing/jeans,10,10,1
aletta/clothing,10,10,0
pepe-jeans/shoes/men/sneakers,0,0,0
adidas/deerupt/shoes,10,20,0
wzgkiss/bags/backpacks,0,0,0
versace/clothing/men/jeans,10,10,1
tretorn/shoes,20,40,1
philips/viva/appliances/fryers,0,20,0
pgm/bags/shoe,0,0,2
adidas/tubular/shoes/sports/running,10,10,9
x-one/phones-tablets,0,0,3
versace/kids-clothing/women,0,0,0
jeffree-star-cosmetics/makeup/lips/lipsticks,10,10,19
michael-kors/jewellery,10,130,14
philips/daily-collection/appliances,0,60,0
skin-care/women/hand,0,30,0
philips-avent/breast/feeding/breastfeeding/breast-pumps/manual,0,0,1
adidas/kanadia,20,30,19
xiaomi/bags/wallets,30,30,0
versace/phones-tablets/men/accessories/cases-covers,0,0,0
flamingo/makeup/eyes,10,10,2
philips/powerpro-aqua/appliances/vacuum-cleaners/upright,0,10,1
bags/men/handbags/tote/canvas,10,10,1
philips-avent/feeding/feeding/bottle/nipples,0,0,0
adidas/neo-questar,10,10,5
xiaomi/mi/home-improvement,0,0,0
versace/shoes/kids-and-baby,0,0,2
kiko/kids-clothing,10,10,4
hp/laserjet/computing/accessories/toner,10,100,14
philips/powerpro-aqua,140,210,41
bags/men/handbags,480,1610,14
philips/moistureprotect,10,10,0
adidas/ultraboost/shoes,10,30,216
xiaomi/mi/home-improvement/electrical/extension-sockets,0,0,0
versus/clothing/pants,0,0,0
prada/clothing/women/jeans,0,0,0
hp/laserjet/computing/accessories,0,380,0
philips/sonicare-healthywhite/dental-care/toothbrushes,10,10,0
philips/viva-collection,70,340,0
adidas/clothing,260,23190,16
xiaomi/phones-tablets/smartwatches/accessories,0,0,7
vetements/clothing/dresses,10,10,0
dsquared2/clothing/men/sportswear/shorts,0,0,0
hp/pavilion/computing/desktop-pcs,10,40,0
philips/appliances/irons/steam,6600,6670,325
shaving-supplies/men,0,100,0
pierre-cardin/clothing/shirts,30,30,5
era-maya/clothing/traditional/baju-kurung,10,10,1
y-3/clothing/men/pants/sweatpants,0,0,0
victoria-beckham/bags/handbags,20,40,0
fila/disruptor/shoes/sports/hiking,0,0,0
hp/pavilion,5400,19320,111
philips/appliances/irons/garment-steamer,390,410,63
alberta-ferretti/shoes,10,20,0
pierre-cardin/watches/women/analogue,0,0,0
kitchen-flower/kitchen-dining,0,10,0
yanagiya/women,0,0,2
victoria-beckham/clothing/skirts/pleated,0,0,0
marni/clothing/women/dresses/maxi,0,0,0
hp/computing/accessories/cables/vga,10,30,0
philips/appliances/food-processors,880,970,203
shein/clothing/swimwear,10,30,0
piping-rock/groceries,0,0,2
sembo/toys/building,0,10,1
yes-zee-by-essenza/clothing/sweaters,0,0,0
victorias-secret/bath-body/women/mists,0,0,2
mango/clothing/men/underwear/socks,0,0,0
hp/computing/external-storage/flash-drives,10,20,52
philips/appliances/vacuum-cleaners,720,1170,87
michael-kors/bags/men/sling,10,10,0
piquadro/bags/sling/shoulder,10,10,0
katy-perry/perfume/eau-de-parfum,10,10,1
victorinox/bags/laptop,10,10,3
himalaya/hair-care/conditioners,0,0,0
michael-kors/jewellery/charms,10,10,1
pixi/glow-mud/skin-care/face/masks,0,40,0
wonderland/shoes,10,10,0
victorinox/kitchen-dining/knives/paring,50,50,0
missoni/clothing/women/dresses/cocktail,0,0,0
foreo/skin-care/face,0,3870,0
hp/pavilion/computing,0,9510,0
playboy/perfume/eau-de-cologne,0,0,0
vinnfier/neo/audio-hi-fi/mobile-speakers/bluetooth,0,100,0
yes/shoes/women/sandals,0,0,0
nike/shox,390,420,43
beauty/skin-care/hand/nails,10,10,0
hp/computing/laptops,12100,17031570,7340
pokka/groceries,0,110,4
casio/privia/hobbies/musical-instruments/keyboards,10,190,0
vinnfier/ultra/audio-hi-fi,0,30,0
anmyna/makeup/face/blushers,0,0,0
nike/sb/shoes/sports,0,20,0
reebok/furylite/shoes,10,10,3
hp/computing/accessories/cables/adapters,50,60,0
pony/bathroom,0,0,0
casio/baby-g/watches/digital,10,10,13
vitaderma/skin-care/face/masks,0,0,1
behringer/hobbies/musical-instruments/karaoke,0,0,0
nike/free/clothing/underwear/socks,10,10,0
bonia/bags/women,0,10,23
porstina/clothing/women/jeans,0,0,0
casio/edifice/watches/sports,10,10,17
vivienne-westwood/bags/wallets,50,50,2
henry-cottons/clothing/women/formal-wear,0,0,0
nike/air-jordan/clothing/hats,10,30,23
jeffrey-campbell/shoes/flats,10,10,0
nike/air-max/shoes,480,800,250
primera/bath-body/shower/scrubs,0,0,1
casio/stationery/calculators/basic,10,140,5
vlcc/hair-care/shampoos,10,10,2
aquazzura/makeup/accessories,0,0,0
nike/kd/shoes,10,40,36
nike/air-max,22200,23070,842
proberos/kitchen-dining/tableware/spoons,0,0,1
casio/camera-photo,0,380,101
vococal/bags/accessories,0,0,0
aquazzura/makeup/accessories/sponges,0,0,0
nike/clothing/men/sportswear/shorts,10,10,1
skullcandy/uproar/audio-hi-fi/headphones,10,40,0
nike/air-zoom,720,770,23
project-e-beauty/home-improvement/tools/hammers,0,0,0
bell/makeup,10,10,0
vococal/bags/accessories/covers,0,0,0
mulberry/shoes/sneakers,0,0,0
nike/shoes/men,1600,3170,103
skullcandy/uproar,10,70,2
nike/revolution/shoes,10,20,11
puma/clothing/women/dresses,10,10,2
yamaha/bags,40,80,43
vococal/bathroom/holders,0,0,0
dressing-paula/clothing/women/cardigans,0,0,0
nike/bags,1900,6780,176
nike/free/clothing/underwear,0,10,0
puma/clyde/shoes/sports,0,10,1
la-perla/clothing/sleepwear,10,20,0
vococal/home-improvement/electrical/mosquito-traps,0,0,0
cofoe/medical-supplies/blood-glucose/accessories,0,0,0
adidas/original/clothing/sportswear,10,70,0
adidas/boost/shoes/sports/training,0,0,1
nike/air-jordan/shoes/sports,0,60,8
pureen/clothing,0,0,0
vetements/shoes,20,70,2
vztec/computing,0,10,0
roksanda/clothing/dresses/maxi,0,0,0
adidas/stan-smith/shoes/sports,0,10,0
valentino/bags/women/sling/messenger,0,0,0
nike/vapor/clothing/sportswear,0,10,1
pureen/maternity-care/accessories,0,0,0
pepe-jeans/shoes/sneakers,10,10,0
wacoal/clothing/women/underwear/bras,0,0,1
smashbox/makeup/accessories/brushes,0,0,0
adidas/duramo/shoes,10,30,32
dior/shoes/women/high-heels,0,0,0
nike/kd/shoes/sneakers,10,10,1
pureen/skin-care,0,0,0
pepe-jeans/clothing/sweatshirts,10,10,0
walkera/phones-tablets,0,60,0
aspire/groceries,0,0,0
adidas/ultraboost/shoes/sports/running,10,10,3
balmain/shoes/sneakers/low-cut,0,0,0
nike/clothing/sportswear/golf-attire/headwear,10,10,0
purina/pets-supplies/dogs/accessories,0,0,0
j-world-new-york/bags/backpacks,10,10,7
wandler/shoes/women,0,0,0
rohto/eyecare/contact-lenses,0,0,0
adidas/ultraboost,9900,9930,189
sokano/hair-care/styling/hairdryers,0,0,0
nike/clothing/men/underwear/socks,10,10,1
purple-cane/groceries/food-cupboard/cooking-ingredients,0,0,0
andrew-christian/clothing/underwear,30,40,12
warehouse/clothing/pants,10,10,0
ephyra/makeup/face/foundations,0,0,0
adidas/response/shoes/sports/running,10,10,4
sokano/bags/men/wallets,0,0,0
nike/clothing,170,11630,17
qcy/audio-hi-fi/mobile-speakers,0,0,1
homtom/phones-tablets/smartphones,10,250,22
wellderma/skin-care/face,0,0,1
byredo/skin-care/women/hand,0,0,0
adidas/shoes/men/sports,50,380,1
victoria-beckham/shoes/high-heels,0,0,0
nike/bags/women,40,80,11
qq/bathroom,0,0,0
bossini/clothing,10,20,11
wiko/u/phones-tablets,0,80,0
inika/makeup/accessories/organizers,0,0,0
adidas/shoes/men,1300,2650,40
yes/phones-tablets/bluetooth-headsets,0,0,0
adidas/original/shoes/sports,10,40,0
quinny/maxi-cosi/baby-gear,0,0,0
wiwu/audio-hi-fi/headphones,0,0,4
raymin/home-improvement,0,0,0
asotv/medical-supplies,0,0,0
adidas/d-rose/shoes/sports/basketball,10,10,0
rag-bone/clothing/women/t-shirts,0,0,0
sonicgear/audio-hi-fi/headphones,140,280,68
wolford/women,0,0,1
three/phones-tablets/prepaid-top-up-cards,0,0,0
asotv/home-improvement/ladders,0,0,0
adidas/daroga,140,150,58
ralph-lauren/clothing/men/scarves,0,0,1
cole-haan/shoes/men,210,220,0
womdee/home-decor/wall-art/stickers,0,0,0
musclepharm/groceries,0,0,0
schwarzkopf/hair-care/treatments/masks,0,0,0
adidas/nmd,8100,8330,369
rapido/adventure/hiking,0,0,0
hisense/tv-video-dvd/led,50,170,802
wonderland/bags,0,0,0
traditional-medicinals/groceries/food-cupboard,0,0,0
everbest/shoes,320,340,5
roland/hobbies/musical-instruments/dj-equipment,0,0,0
adidas/zx/shoes,10,30,40
ravensburger/toys/puzzle/3d,0,0,1
urban-decay/makeup/lips/lipsticks,170,270,0
wonderland/clothing/sportswear/accessories/knee-support,0,0,0
vespa/motorcycle-accessories,0,0,8
thermaltake/core/computing/hardware,0,420,0
y-3/clothing/shorts,0,0,0
adidas/pure-boost/shoes,10,30,68
ray-ban/junior/eyecare/glasses,0,0,1
urban-decay/makeup/face/powders,10,40,0
worthbuy/kitchen-dining/tableware/spoons,0,0,0
aicook/appliances/juicers,0,0,0
thermaltake/core/computing,0,630,0
gabs/makeup,0,0,0
adidas/performance/clothing/underwear,10,10,0
razer/atrox,10,40,2
urban-decay/makeup/face,0,530,0
xiaomi/mi/computing/network-gear/wifi-routers,0,10,0
hummel/clothing/men,0,0,0
thermaltake/computing,0,3050,0
gabs/bags/women/accessories,0,0,0
adidas/shoes/men/sports/golf,10,10,1
razer/atrox/gaming/controllers,0,10,0
urban-decay/makeup,20,3110,3
xo/car-accessories,0,0,0
hetch/kitchen-dining/cookware,0,0,0
umidigi/phones-tablets/smartphones,10,170,35
nutrilite/food-supplements/protein-powders,0,0,0
sembo/toys/building/blocks,10,10,1
red-seal/groceries,0,0,0
karl-lagerfeld/women,10,10,0
yadah/skin-care/face/moisturizers,0,0,0
therabreath/dental-care/toothpastes,0,0,0
korg/hobbies,0,470,0
thomas-sabo/jewellery/necklaces,0,0,0
sembo/toys,10,20,6
redragon/audio-hi-fi/headphones/on-ear,0,0,5
bialetti/kitchen-dining/cookware,10,10,2
yadah/skin-care/women/face/toners,0,0,0
florihana/bath-body,0,0,0
gen-air/appliances,10,40,0
weleda/hair-care/treatments,0,0,0
scarpa/shoes/women,10,10,0
rick-owens/clothing/shorts,10,10,0
dr-martens/2976/shoes,0,20,4
yeezy/shoes/men,10,10,4
panasonic/appliances/men/electric-shavers,0,0,0
wrangler/clothing/men,0,20,0
al-rehab/bath-body/men/mists,0,0,0
wonderland/jewellery,10,10,0
rick-owens/clothing/women/coats/trench,0,0,2
amaron/hi-life/car-accessories/batteries,10,10,43
yes-zee-by-essenza/clothing/men/sweatshirts,0,0,0
ultrasone/pro/audio-hi-fi/headphones,0,0,0
polar/phones-tablets,0,1240,0
hamilton/watches/men/chronograph,0,0,0
carven/men,10,10,0
river-island/shoes/boots,10,10,1
li-ning/shoes/men/sports/running,10,10,6
yes-zee-by-essenza/clothing/shorts,0,0,0
beneve/toys/electronic/tablets,0,0,0
neocell/supplements,10,240,10
ephyra/makeup/face,0,0,0
panda/computing/software/antivirus,10,10,22
roberto-botticelli/shoes/women/pumps,0,0,0
trs/action-sports/bicycles,70,70,93
yika/home-decor/wall-art,0,0,0
lucas-papaw/makeup/lips/lipbalm,0,0,0
charles-keith/shoes/loafers,10,10,2
learning-resources/toys/board-games,0,0,0
valentino/shoes/flats/espadrilles,10,10,1
yika/home-improvement,0,0,1
guess/kids-clothing/dresses,10,10,2
thierry-mugler/bath-body/men/mists,0,0,0
boucheron/perfume,40,60,6
roichen/kitchen-dining,0,0,0
sperry/shoes/men/boat,10,10,0
yves-saint-laurent/clothing/women/sweaters,0,0,1
drypers/touch/diapering/disposable-diapers,0,80,0
joc/camera-photo/memory-cards/micro-sds,0,0,0
yves-saint-laurent/perfume/women/eau-de-parfum,0,0,0
saucony/shoes,390,630,44
drypers/diapering,50,6140,4
prismacolor/stationery/writing-utensils/pencils,0,0,0
casio/exilim/camera-photo/action,10,50,0
giuseppe-zanotti/clothing,10,20,0
le-creuset/kitchen-dining/dinnerware,10,10,7
omorovicza/skin-care/face/moisturizers,0,0,0
casio/privia/hobbies,0,370,0
volcom/clothing,10,100,8
zalia/clothing/hijabs/shawls,0,0,0
slazenger/clothing,10,50,2
quinny/baby-gear/strollers,40,2190,2
flydigi/gaming/controllers,0,0,0
rondaful/home-improvement/window-treatments,0,0,0
wiko/lenny,0,330,0
zalora/clothing/women/formal-wear/suits,0,0,1
thermaltake/computing/hardware/fans-cooling,10,20,7
playboy/shoes,70,90,71
heme/makeup/eyes,0,0,0
einhell/home-improvement/tools,10,20,2
rondaful/jewellery/hair/headbands,0,0,1
shure/audio-hi-fi/microphones/karaoke,10,10,1
zalora/clothing/women/sportswear/shorts,0,0,0
umidigi/phones-tablets,0,330,2
balmain/clothing/hats,10,30,0
dr-botanicals/skin-care,0,0,1
rondaful/security/door/locks/stops,0,0,1
elora/home-improvement/hand-tools,10,10,3
zanzea/clothing/dresses/mini-dresses,0,0,0
jaybird/audio-hi-fi/headphones,30,1010,29
balmain/clothing/men,0,50,0
fabrizio-chini/shoes/sandals,0,0,0
sabinai/housekeeping,0,0,1
pazzion/shoes,210,250,36
zanzea/clothing/dresses/polka-dots,0,0,0
wrangler/clothing/sweatshirts,10,10,0
balmain/bags/sling/shoulder,10,10,0
apple/macbook-air/computing/accessories/laptop-batteries,0,0,0
laorentou/shoes,10,10,1
zanzea/clothing/women/dresses/mini-dresses,0,0,0
chantecaille/makeup/face,0,20,0
topshop/bags/sling,10,20,4
marni/clothing/dresses/maxi,0,0,0
ultimate-ears/audio-hi-fi/mobile-speakers/bluetooth,0,100,11
salvatore-ferragamo/perfume/eau-de-cologne,0,0,0
kemei/appliances/hair-dryers,10,20,1
nudestix/makeup/lips/lipsticks,10,30,0
revlon/colorstay,320,590,0
autumnz/diapering/accessories/diapers-bags,0,0,0
vetements/clothing/jackets,10,10,0
salvatore-ferragamo/shoes/women/sneakers/low-cut,0,0,0
microsoft/arc-touch/computing/accessories/mouse,0,110,0
zenith/women,0,0,1
revlon/ultra-hd/makeup/lips/lipsticks,10,80,0
mango/clothing/men/sunglasses,0,0,0
pepe-jeans/clothing/tops,10,10,0
samsung/laser-toner,10,10,0
microsoft/computing/laptops/ultrabooks,10,400,6
zimmermann/shoes/women/sandals,0,0,0
revlon/ultra-hd,10,190,0
poems/clothing/women,0,0,0
pepe-jeans/clothing/women/shirts,10,10,0
sandro/clothing/tops/blouse,10,10,1
microsoft/phones-tablets,0,12920,2
zucca/clothing/dresses,10,10,0
chloe/shoes,20,100,1
murad/skin-care,10,30,2
karadium/makeup,10,10,3
santalina/clothing/men,0,0,0
zzooi/audio-hi-fi,0,0,0
charles-keith/bags/wristlets,10,10,4
logitech/computing/accessories/mousepads,10,200,0
natural-balance/pets-supplies/dogs/treats,10,10,1
santalina/women,0,0,0
zzooi/clothing/shorts/denim,0,0,0
renoma/shoes,210,250,102
perry-ellis/watches,10,10,10
savetronics/home-improvement,0,0,0
charlotte-tilbury/makeup/face,0,240,0
asus/geforce/computing/hardware/graphic-cards,0,10,1
b-o-play/audio-hi-fi,0,10,0
scholastic/hobbies,0,110,2
lenovo/thinkbook,210,360,2
charlotte-tilbury/makeup/eyes/eyeshadows,10,20,13
asus/memo,10,220,1
bourjois/skin-care/hand,0,10,0
scotch-soda/clothing/women/skirts,0,0,0
lenovo/a6000/phones-tablets/smartphones,10,80,1
citizen/stationery,10,100,0
asus/computing/hardware,10,6660,2
bourjois/skin-care,0,10,0
lenovo/ideapad/computing/laptops/netbooks,10,120,0
swan/hobbies,0,10,1
asus/computing/accessories/pc-audio,0,10,0
yu/clothing,0,10,0
seeds/groceries,0,0,5
lenovo/ideapad/computing,0,2710,1
esprit/clothing/women,10,30,2
asus/phones-tablets,0,25920,23
sendayu-tinggi/makeup/eyes/eyeliners/liquid,0,0,0
lenovo/computing/laptops/netbooks,40,300,22
playboy/clothing,20,410,2
oki/computing,0,340,4
baseus/car-accessories,10,30,2
sennheiser/ew,10,190,0
kitchenaid/5-speed,10,80,0
gopro/hero,1300,1540,61
seoul-homme/clothing/men/formal-wear,0,0,0
lee-cooper/bags,10,40,40
guerlain/makeup/lips,0,620,4
apple/iphone/phones-tablets/accessories,0,170,1
alpha/bathroom,0,3340,4
sevenfriday/watches/men/analogue,0,0,0
yves-saint-laurent/jewellery/earrings,10,10,6
plextone/audio-hi-fi/headphones,20,360,21
apple/macbook,1600,2600,3136
moleskine/bags/sling,10,10,2
shaklee/groceries,0,0,0
burberry/bags/women,90,300,18
topshop/clothing/jeans,90,110,6
doterra/health/skin-care/oils,10,10,1
valentino/clothing/tops,0,10,0
signature-snack/groceries/food-cupboard/crisps,0,0,0
burberry/clothing/skirts/pleated,10,10,0
topshop/shoes,30,120,10
goodnite/bedroom/beds/mattresses,1300,1300,4
viktor-rolf/perfume,40,50,14
simple-dimple/diapering,0,0,2
burberry/toys,10,10,1
goodnite/bedroom/beds,0,1340,7
rip-curl/men,10,10,1
joie/clothing/tops,0,10,0
fujifilm/instax/camera-photo,0,1950,1
skinarma/phones-tablets,0,0,2
skinfood/skin-care,0,640,4
joie/clothing,10,60,0
fujifilm/camera-photo/lenses,10,50,129
gildan/clothing,10,930,14
smythson/bags/women/purses,0,0,0
calvin-klein/shoes,140,350,31
salvatore-ferragamo/clothing/pants,10,10,0
soundmagic/audio-hi-fi/headphones/in-ear,10,230,1
beats-by-dr-dre/audio-hi-fi/headphones,10,280,1
zealot/audio-hi-fi,0,650,0
tods/shoes/boots,10,20,4
pokemon/men,10,10,2
snoopy/kitchen-dining/tableware/drinkware/thermoses,0,0,0
factorie/clothing/t-shirts,10,10,0
ermenegildo-zegna/shoes/sneakers,10,10,0
sodo/audio-hi-fi,0,260,2
calpak/bags,10,10,2
armani/clothing/sportswear,10,20,0
jane-iredale/makeup,10,260,4
sol/skin-care/face,0,0,1
hyperx/fury/computing/accessories/mousepads,0,10,0
armani/perfume,480,730,181
microsoft/wireless/computing/accessories/keyboards,0,50,0
spectra/feeding/accessories,0,0,0
hyperx/fury/computing/accessories,0,20,0
revlon/super-lustrous,10,200,0
victorinox/alliance/watches,10,10,1
microsoft/arc-touch/computing/accessories/mouse/wireless,10,60,0
spigen/men,0,0,0
hyperx/computing/accessories/mousepads,0,10,0
revlon/makeup/lips,0,930,0
rick-owens/clothing,10,180,1
microsoft/wired/gaming,0,20,0
stella-mccartney/clothing/women/coats,0,0,1
hyperx/computing/external-storage/flash-drives,10,10,0
biovea/supplements,10,10,0
missguided/clothing/skirts,10,20,0
sugarbomb-perfume/bath-body/women/mists,0,0,2
aveeno/skin-care/face,0,50,0
forever/home-office,10,10,0
lacoste/clothing/tops,10,10,1
lenovo/ideacentre/computing,0,220,0
systema/dental-care/toothpastes,0,0,0
remax/computing,0,50,0
logitech/ue-boom/audio-hi-fi/mobile-speakers/bluetooth,0,10,0
kiehls/midnight-recovery,210,1430,0
lenovo/computing/desktop-pcs/gaming-computers,10,20,0
takeshy-kurosawa/clothing/men/jackets,0,0,4
alexander-mcqueen/clothing/shorts,10,10,0
logitech/audio-hi-fi/headphones/on-ear,0,1340,0
kiehls/facial-fuel/skin-care/face/toners,0,10,0
lee-cooper/bags/sling,10,10,19
ted-baker/bags/handbags/tote,140,140,0
lavish-alice/clothing/dresses,10,10,5
burberry/bags/handbags/tote,390,400,26
tessa/clothing/women/cardigans,0,0,0
nerf/super-soaker,90,100,32
burberry/shoes/flats,10,30,0
thann/bath-body,0,0,1
alice-olivia/shoes,0,10,0
callaway/clothing,10,40,0
hyundai/computing/hardware,10,10,29
think-tank/camera-photo/accessories,0,50,0
ge/appliances,40,50,17
hesstar/appliances/air-conditioners,0,10,3
skinfood/skin-care/face,0,430,1
thom-browne/bags/men/wallets,0,0,0
missoni/clothing/coats,10,10,0
nissan/computing,0,10,1
komono/watches,110,120,8
calvin-klein/shoes/women,10,30,1
thrasher/clothing/men/sweaters,0,0,0
razer/goliathus/computing,0,160,0
calvin-klein/clothing/women/underwear,260,300,0
threads-by-the-produce/clothing,0,0,0
joico/hair-care/styling,20,20,1
calvin-klein/clothing,40,4560,8
tibi/clothing/skirts,0,0,0
fitflop/shoes/flats/ballerinas,10,10,0
julius/clothing/pants,10,10,0
enkei/car-accessories/tyres,10,10,3
toa-paint/home-improvement/paint-supplies/paint,0,0,0
jimmy-choo/shoes/flats/ballerinas,10,10,1
suunto/spartan-trainer,320,770,19
carlton-london/shoes/men,10,20,0
tods/shoes/sports,0,0,0
jimmy-choo/shoes/boots,10,20,1
msi/gl62m/computing/laptops/gaming,10,100,1
getsun/car-care,10,10,5
tom-ford/clothing/shirts,10,10,0
teva/shoes,320,2400,12
msi/computing/hardware/graphic-cards,170,380,32
tudor/watches,1900,22002090,2002
tom-ford/clothing/women/pants/trousers,0,0,0
lc-waikiki/clothing,10,90,2
haier/appliances/fryers/air,10,10,137
topman/clothing/shorts/bermudas,0,0,0
heron-preston/clothing/sportswear,0,10,0
love-stories/clothing/underwear/lingerie,10,10,0
topshop/clothing/sweaters,10,10,0
maje/clothing/shirts,10,10,0
max/kids-clothing,10,10,0
hamilton-beach/appliances/fryers/deep,10,10,0
tosca-blu/shoes/sneakers,0,0,0
emilio-pucci/clothing,10,120,0
asus/strix,260,400,0
hamilton-beach/appliances/fryers,0,10,0
fisher-price/toys/activity,0,10,6
asus/cerberus/computing/accessories/keyboards,0,10,0
hamilton-beach/appliances,0,330,0
brooks-brothers/clothing,10,220,1
asus/zenfone,4400,35400,580
sony/ericsson,5400,5720,64
qkz/audio-hi-fi/headphones/in-ear,0,180,17
sam-edelman/shoes/pumps,10,10,0
asus/transformer-book/computing/accessories/keyboards,0,10,0
sony/audio-hi-fi/radios,210,260,68
fostex/audio-hi-fi/headphones,10,50,3
shea-moisture/bath-body/lotions,10,10,0
asus/transformer-book,390,930,28
sony/camera-photo/action,590,800,17
proberos/adventure,0,10,3
trussardi-jeans/shoes/women/sneakers,0,0,0
aman/bags,10,10,8
asus/vivobook,6600,6800,18
sony/in-car-entertainment,10,380,103
shiseido/perfume/eau-de-toilette,10,10,0
tsumori-chisato/clothing/women/dresses,0,0,0
samsung/gear,1900,16300,36
asus/computing/network-gear,0,4300,2
sony/gaming,10,3880,4
dior/addict/makeup/lips,0,860,0
tsumori-chisato/clothing/women/tops,0,0,0
samsung/950-pro,10,20,0
asus/computing/accessories/mousepads,10,20,0
aesop/skin-care,10,10,335
dior/addict/perfume/eau-de-parfum,10,30,0
ubest/stationery/novelty/cards,0,0,1
samsung/galaxy/phones-tablets/smartwatches,10,10410,4
asus/computing/accessories/monitors,590,1980,100
audio-technica/pro/audio-hi-fi,0,100,0
dior/hydra-life/skin-care/face/masks,0,20,0
under-armour/micro-g/shoes/sports/running,0,0,7
samsung/xpress/computing/printers,20,230,0
asus/computing/accessories,10,5730,2
lancome/makeup/eyes/eyeshadows,20,30,1
dior/perfume/eau-de-toilette,20,920,2
undercover/clothing/jackets,10,10,0
samsung/computing/hardware/ram,50,90,27
lancome/skin-care/face/anti-aging,10,20,0
dior/perfume/men/eau-de-toilette,10,10,0
unique/home-improvement,0,350,0
samsung/appliances/laundry-machines/washing,2900,3320,306
cornell/appliances/toasters,0,10,13
dior/perfume,3600,14006400,944
unitek/computing/accessories/cables/audio,0,0,0
samsung/audio-hi-fi/headphones/in-ear/wireless,10,200,22
gopro/hero/camera-photo,0,120,0
epson/workforce-pro,10,20,0
universal-traveller/clothing/women/sweaters,0,0,0
play-boy/clothing,20,260,1
acer/iconia,260,820,19
nikon/adventure/hiking,0,290,0
apple/macbook-pro,1600,1770,23
halo/jewellery,10,60,0
acer/predator/computing/accessories/monitors,140,230,2
vakind/kitchen-dining/tableware/forks,0,0,0
nikon/camera-photo/dslrs,480,19800,952
apple/macbook/computing,10,700,1
scarpa/shoes,30,50,24
acer/predator/computing/accessories,0,340,0
valentino/shoes/women/boots/leather,0,0,2
nikon/camera-photo/lenses,30,250,191
apple/phones-tablets/accessories/cable-chargers,50,320,81
by-terry/makeup/accessories,0,10,0
acer/phones-tablets,0,880,8
vanish/housekeeping/garment-care/washing/detergents,0,0,0
chiara-ferragni/shoes,90,120,3
doterra/health/skin-care,0,10,0
carven/clothing,10,50,1
pyle/hobbies,0,10,0
vans/clothing/men/pants,10,10,0
levis/710/clothing/jeans/skinny,10,10,0
doterra/health,0,10,3
golden-goose/clothing,0,40,0
qcy/audio-hi-fi/headphones,20,240,4
vans/sk8-hi/watches,0,0,0
levis/710/clothing,0,10,0
boucheron/perfume/eau-de-toilette,10,10,0
versace/kitchen-dining,0,10,0
levis/baby-clothing,10,10,1
boucheron/jewellery/earrings,10,10,0
marvo/computing/hardware/fans-cooling,0,10,1
vetements/clothing/women/tops,0,0,0
martell/groceries/alcohol,20,30,20
champion/clothing/women/sportswear,10,10,1
mimosa/shoes/sandals,10,10,0
hourglass/ambient/makeup/face/blushers,10,40,0
vince/clothing/women/skirts,0,0,0
versace/baby-clothing,10,20,14
champion/clothing,210,7270,108
