url,googleSearchVolume,totalSearchVolume,session
casio/baby-g/watches,140,150,189
vince/shoes/women/loafers,0,0,0
versace/shoes/men,90,170,5
champion/kids-clothing,10,20,7
casio/camera-photo/compact,10,130,0
behringer/hobbies/musical-instruments/guitars/effects-pedals,10,10,16
vinnfier/flip/audio-hi-fi/headphones/on-ear,0,50,0
balenciaga/shoes/high-heels,10,20,0
fujifilm/fujinon/camera-photo/lenses,0,20,0
casio/hobbies,0,890,1
stila/makeup/lips/lipsticks,140,240,0
vivid-vogue/hair-care/treatments,0,0,3
balenciaga/shoes,5400,27007790,1034
fujifilm/camera-photo,0,10880,31
footjoy/clothing,10,30,5
motorola/moto,20,2030,1
vivienne-westwood/bags/sling/shoulder,10,10,1
balenciaga/clothing,70,4280,10
huggies/diapering/disposable-diapers,10,2220,10
la-perla/clothing/underwear/panties,10,10,0
issey-miyake/perfume/men,480,490,20
vivienne-westwood/clothing/men/polo-shirts,0,0,0
me-city/clothing,10,10,0
huggies/diapering,2900,6200,50
narciso-rodriguez/perfume/women,10,10,18
moncler/clothing/sportswear,0,10,0
vococal/watches/analogue,0,0,0
gucci/velvet/shoes/loafers,10,10,1
salvatore-ferragamo/jewellery,10,60,1
proactiv/skin-care,10,10,2
moncler/shoes/women,0,10,1
voir/clothing/women/tops,0,0,2
gucci/kids-clothing/tops,10,10,0
bourjois/makeup,40,810,3
ugreen/computing/accessories/cables/adapters,20,60,0
wilton/home-decor,0,0,0
gucci/clothing/parkas,10,10,0
armani/clothing/swimwear/trunks,10,10,0
thierry-mugler/women,10,10,1
wltoys/toys,0,0,3
gucci/clothing/men/swimwear,10,10,0
armani/clothing/sportswear/track-pants,10,10,0
sonicgear/neoplug,10,10,0
sol-republic/relays,10,10,0
womdee/lighting/lighting-bulbs,0,0,1
isabel-marant/men,10,10,0
armani/clothing/women,10,130,0
alpha/clothing/sweatshirts,10,10,0
sol-republic/tracks/audio-hi-fi/headphones,0,40,0
wonderland/home-decor/other-decorations,0,0,0
afs-jeep/clothing/shirts,10,10,2
karl-lagerfeld/shoes,70,130,2
fila/bags/laptop,10,10,1
yang-yang/racket-sports/badminton,390,390,3
shu-uemura/skin-care/face,0,60,1
karl-lagerfeld/clothing/cardigans,10,10,1
fila/bags,1300,2630,437
yates/outdoor-garden,0,10,0
redragon/computing/accessories/keyboards/gaming,10,10,10
shu-uemura/skin-care,0,90,1
karl-lagerfeld/clothing/swimwear/bikinis,10,10,0
nec/computing/accessories/monitors,20,30,18
yazole/watches/straps,0,0,0
redragon/computing/accessories/keyboards,0,50,4
karl-lagerfeld/clothing/swimwear,0,10,0
aldo/shoes/men,210,300,16
yoice/kitchen-dining/storage,0,0,0
alexander-wang/clothing/pants,20,40,2
karl-lagerfeld/clothing,20,240,3
blumarine/bags,0,10,0
young-hearts/clothing,10,310,2
avon/simply-pretty/makeup/face/powders/compact,10,20,0
mango/clothing/pants/culottes,10,10,2
evisu/clothing,10,520,68
tomtom/camera-photo,0,30,0
yves-saint-laurent/bags/women/handbags/envelope,0,0,0
avon/makeup/eyes/eyeliners,70,110,8
mango/clothing/women/tops,10,10,1
vivienne-westwood/bags/handbags/clutches,10,10,0
cooler-master/masterfan/computing/hardware/air-coolers,0,20,0
yves-saint-laurent/shoes/wedges,0,0,0
avon/makeup/eyes,0,240,1
victorinox/alliance,20,30,8
abbott/medical-supplies,10,20,3
cooler-master/masterfan,10,170,0
avon/skin-care/foot,10,10,1
elini-barokas/watches,10,10,7
li-ning/shoes/men/sports,0,10,7
cooler-master/computing/hardware/power-supplies,0,190,33
zalia/clothing/jackets,0,0,0
msgm/shoes/sandals,10,10,0
valentino/clothing,10,560,4
cooler-master/computing/hardware/computer-cases,0,670,12
zimmermann/jewellery,0,0,0
mac/sia-viva-glam,10,10,0
tucano/bags,40,90,21
sperry/shoes/men/sneakers,10,10,0
cooler-master/computing/hardware/cooling,140,410,1
zoqi/shoes/safety,10,10,0
mac/satin/makeup/lips/lipsticks,110,270,0
sperry/shoes,320,580,10
sennheiser/audio-hi-fi/headphones/on-ear/noise-cancelling,0,1380,4
0711/clothing/beanies,0,0,0
solar-light/lighting/outdoor-lighting,0,10,277
exmobile/phones-tablets/smartphones,0,60,0
gildan/clothing/women,0,10,1
rinnai/kitchen-dining,0,10,3
1028/makeup/eyes,0,0,2
cool-gear/kitchen-dining/tableware/drinkware,10,20,2
pirelli/motorcycle-accessories/tyres,30,680,661
soundmagic/audio-hi-fi/headphones,10,480,3
tsumori-chisato/clothing,10,30,0
1stplayer/computing/accessories,0,0,0
alcatroz/computing/accessories/mouse,0,110,18
anya-hindmarch/jewellery,10,10,0
lesportsac/bags,170,420,51
3d/bags/accessories,0,0,0
canon/powershot/camera-photo/compact,10,1400,0
jane-iredale/purepressed/makeup/eyes/eyeshadows,10,20,0
faber/kitchen-dining/cookware,10,10,1
3m-scotch/computing/office-supplies/laminating-machines,0,0,1
canon/ef/camera-photo/lenses,10,1210,4
microsoft/wireless/computing/accessories,0,120,0
t-mobile/phones-tablets,0,20,0
abercrombie-fitch/clothing/t-shirts,10,10,0
canon/imageclass,110,810,0
dd-oo/shoes,10,10,25
microsoft/arc-touch/computing,0,210,0
dji/inspire/camera-photo/drones,0,400,0
acer/aspire/computing/accessories/chargers,10,20,2
canon/ixus,140,450,5
microsoft/sculpt,40,360,2
innisfree/jejubija,10,50,0
acer/computing/office-supplies,0,470,1
canon/computing/office-supplies/scanners,390,510,23
love-moschino/clothing/sweaters,10,10,0
microsoft/computing/accessories/keyboards,0,130,14
innisfree/skin-care/face/moisturizers,0,670,5
acer/ferrari/computing/accessories,0,0,0
canon/computing,10,29330,5
microsoft/phones-tablets/smartphones,110,340,20
innisfree/shaving-supplies,0,20,0
acer/packard-bell-easynote/computing,0,0,0
graco/baby-gear,10,1800,2
rick-owens/clothing/underwear/socks,10,10,0
missguided/clothing/pants/cargo,10,10,1
innisfree/makeup/eyes,10,560,11
socofy/shoes/flats,0,0,0
keen/shoes,390,680,27
grow-gorgeous/hair-care/treatments,0,10,4
innisfree/makeup/face,0,4560,2
sol/bedroom,0,0,0
oukitel/phones-tablets/smartphones,10,380,45
lenovo/moto/phones-tablets,0,60,0
jabra/halo/audio-hi-fi,0,250,0
solex/bags/accessories/locks,0,0,0
paco-rabanne/perfume/eau-de-parfum,10,10,2
lenovo/thinkbook/computing/laptops,0,50,0
jabra/audio-hi-fi/headphones/in-ear,10,630,174
kalenji/clothing,10,30,2
lenovo/k6/phones-tablets,0,1000,0
jil-sander/clothing/pants,10,10,1
something-borrowed/clothing/women/cardigans,0,0,0
tretorn/shoes/women,0,10,0
lenovo/k6,170,1670,0
sata/home-improvement/tools/pliers,10,10,1
something-borrowed/clothing/women/jumpsuits/jumper-shorts,0,0,0
flamingo/makeup,20,30,0
kiehls/clearly-corrective/skin-care,0,1880,0
lenovo/tv-video-dvd/dvd-players,0,10,0
sata/home-improvement/tools,590,600,165
sony/hobbies/music-cds,10,10,0
manfrotto/camera-photo/accessories/cases,10,20,0
rebecca-minkoff/jewellery,10,10,0
new/makeup/face,10,10,0
sony/playstation-4/gaming,0,60,0
cybex/pallas/baby-gear/car-seats,10,20,3
yves-saint-laurent/makeup/eyes/eyeliners,10,10,2
sony/vita/gaming,0,0,0
aukey/audio-hi-fi,0,130,1
burberry/bags/handbags,720,1280,359
sophie/clothing/women/tops/blouse,0,0,0
armaggeddon/computing,0,1570,0
burberry/clothing/pants/chino,10,10,0
sound-intone/audio-hi-fi/headphones/on-ear/wireless,0,0,0
armaggeddon/audio-hi-fi,0,400,2
bloody/computing,0,10,1
burberry/clothing/pants,90,140,2
daiso/housekeeping/cleaning-supplies,10,10,4
spalding/men,0,0,0
burberry/shoes/flats/ballerinas,10,10,0
philips/avance-collection/appliances/juicers,0,10,0
spalding/team-sports,0,0,2
muji/skin-care,10,10,83
burberry/shoes/women,70,110,2
philips/essential-care,10,10,0
spaziomoda/shoes/women/boots,0,0,0
typhoon/kitchen-dining/cookware,10,10,5
hyundai/computing,0,10,0
philips/dailytouch/appliances/irons,0,10,0
speedo/kids-clothing,0,20,0
romwe/clothing/skirts,10,10,0
calvin-klein/shoes/women/sandals,10,10,0
philips/sonicare-diamondclean/dental-care,0,110,0
squirrel/hallway-entry/shelves,0,0,0
romwe/clothing,10,40,20
funko/toys/action-figures,10,30,0
calvin-klein/clothing/t-shirts,480,500,80
philips/sonicare-diamondclean,110,250,0
stationery/women/writing-utensils/markers,0,0,0
helly-hansen/clothing/men/jackets,10,10,0
carlton-london/bags/sling,10,10,2
philips/daily-collection,20,110,0
stella-mccartney/clothing/pants,10,10,0
miu-miu/bags,1300,1810,300
beats-by-dr-dre/solo/audio-hi-fi/headphones/on-ear,0,50,0
philips/azur-performer-plus/appliances/irons/steam,0,10,0
stella-mccartney/clothing/shorts/denim,0,0,0
victoria-beckham/clothing,10,260,0
star-wars/jewellery,10,10,1
philips/azur-performer-plus/appliances/irons,0,20,0
stella-mccartney/clothing/sportswear/shorts,0,0,0
medical-supplies/women,0,1620,2
hasbro/star-wars-the-force-awakens,10,10,0
piaget/altiplano,30,40,0
philips/powerpro-aqua/appliances/vacuum-cleaners,0,30,0
stella-mccartney/clothing/sunglasses/aviator,0,0,0
beyerdynamic/xelento/audio-hi-fi/headphones,0,20,0
bh-cosmetics/makeup/accessories/brushes,10,10,0
hollister/clothing,70,570,24
stella-mccartney/clothing/women/pants/palazzo,0,0,0
beyerdynamic/idx/audio-hi-fi/headphones/in-ear,0,30,0
ice-watch/watches,10,10,62
barbour/women,10,10,0
reebok/royal/shoes,10,20,1
stella-mccartney/clothing/women/shorts/denim,0,0,0
hyperx/fury,320,870,0
jeffrey-campbell/shoes/sandals,10,10,0
stella-mccartney/clothing/women/shorts/hot-pants,0,0,0
pflueger/adventure/fishing/rods,10,10,0
joseph/clothing/tops,10,10,0
hyperx/computing/external-storage/ssd,10,90,1
jeffrey-campbell/shoes,10,50,0
stephen-joseph/kitchen-dining,0,0,0
rubi/clothing,10,60,1
oneplus/phones-tablets/smartphones,70,104710,50
stream-trail/bags/waterproof,0,0,3
pny/computing/hardware/ram,20,30,0
alexander-mcqueen/clothing/shirts,10,20,0
skullcandy/grind/audio-hi-fi/headphones,10,160,0
strivectin/skin-care/eyes,0,0,0
nanni/clothing/belts,10,10,45
palm-angels/bags/handbags,10,10,0
skullcandy/grind/audio-hi-fi,0,210,0
sudocrem/skin-care,0,0,0
corum/watches/luxury,10,10,0
worx/home-improvement/tools/drills,10,50,33
skullcandy/audio-hi-fi/headphones/on-ear,10,840,1
suecomma-bonnie/shoes/women,0,0,0
eizo/computing/accessories/monitors,110,130,9
sony/cyber-shot/camera-photo/compact,10,540,0
worx/home-improvement,0,70,5
givenchy/clothing/men,10,160,1
suecomma-bonnie/shoes/women/sandals,0,0,0
eizo/computing,0,170,0
jewellery/women/beads,10,10,0
sony/alpha/camera-photo,0,3040,4
fagor/appliances/cooker-hoods,10,20,33
outdoor-research/clothing/hats,10,20,6
summer/clothing/women/dresses,40,50,0
laneige/makeup/lips,0,2120,0
sony/alpha,720,5270,315
merci/clothing/shirts,10,10,0
supreme/bags,1000,3280,341
summer/shoes,90,150,0
laneige/skin-care/face/sun-protection,0,10,1
sony/audio-hi-fi/headphones/in-ear/wireless,20,290,5
valentino-creations/bags,30,40,0
denon/audio-hi-fi/headphones,10,20,15
superdry/clothing/tops/sleeveless,0,0,0
bioglan/supplements,10,10,9
sony/audio-hi-fi/headphones/in-ear,50,1690,0
mandarina-duck/bags/travel,10,10,4
hoco/phones-tablets,0,280,0
superdry/clothing/women/pants/jogger,0,0,0
sony/audio-hi-fi/headphones/on-ear,50,5870,6
nintendo-switch/gaming,0,30,5
recaro/car-accessories,10,10,1
supor/kitchen-dining/tableware,0,0,0
sony/tv-video-dvd/dvd-players,210,400,23
missoni/clothing/pants,10,20,1
madewell/shoes,10,20,0
supre/clothing/jumpsuits,0,0,0
etro/clothing/polo-shirts,10,10,1
sony/camera-photo/lenses/dslr,10,470,2
razer/computing/accessories/mouse,0,3380,91
dr-cardin/shoes/women,10,10,1
supre/clothing/women/hoodies-and-sweatshirts,0,0,1
fitbit/alta/phones-tablets,0,40,0
sony/in-car-entertainment/double-din,20,140,13
razer/computing/hardware,10,80,0
tarte/rainforest-of-the-sea/makeup,0,30,0
supreme/clothing/men/pants,0,0,1
fitbit/charge,390,6840,0
razer/gaming,10,410,3
tarte/lipsurgence,0,30,0
synergy/food-supplements,10,10,1
fitbit/flex/phones-tablets/smartwatches,0,840,0
tommy-hilfiger/clothing/swimwear,10,10,0
tarte/makeup/face/concealers,390,440,0
takada/appliances/cookers/rice,10,10,1
fitbit/phones-tablets,0,46170,6
tommy-hilfiger/baby-clothing,10,20,8
tarte/makeup/face,10,1230,0
tanamera/skin-care/face/moisturizers,0,0,0
hummel/clothing,10,10,3
teva/shoes/women,10,180,0
cerave/skin-care,10,90,8
tansshop/clothing/jumpsuits/jumper-shorts,0,0,0
staub/kitchen-dining/cookware,90,100,41
hair-care/women/styling,10,180,0
diptyque/perfume/men,10,10,0
fendi/shoes/sneakers,140,150,15
tansshop/clothing/women/tops,0,0,0
d-link/computing/network-gear/access-points,50,190,25
lc-waikiki/clothing/pants,10,30,2
fendi/clothing/skirts/pleated,10,10,0
taotronics/audio-hi-fi/headphones/in-ear,0,0,0
d-link/computing/network-gear/wifi-boosters,0,170,6
bags/men/handbags/tote,320,330,1
emilio-pucci/bags,10,20,10
oscar-de-la-renta/clothing,10,120,0
alpha-industries/women,10,10,0
oscar-de-la-renta/perfume/eau-de-toilette,10,10,0
tcwk/bags/handbags,10,10,0
samsung/xpress/computing/printers/laser,10,30,0
hush-puppies/shoes/sneakers/slip-on,10,10,0
tecware/computing/accessories/keyboards/gaming,0,0,0
nars-cosmetics/makeup,10,20,12
shaving-supplies/men/gels,10,10,0
black-decker/home-improvement/tools/drills,10,60,52
samsung/xpress/computing,0,330,0
hush-puppies/shoes,1600,3140,253
tender-soft/diapering,0,0,0
nars/makeup/eyes/eyeshadows,0,190,0
ann-taylor/jewellery,0,20,0
samsung/computing/printers,320,1260,118
ibanez/hobbies/musical-instruments/guitars/effects-pedals,10,10,0
tessa/clothing/cardigans,0,0,0
nars/makeup/lips,0,3650,2
michael-kors/shoes/women/flats,10,10,1
bluesky/computing,0,10,2
samsung/tv-video-dvd/blu-ray/players,110,190,2
fender/hobbies/musical-instruments/guitars/accessories,10,10,0
tetra/pets-supplies/cats,0,0,0
michael-kors/clothing/dresses/laces,10,10,0
samsung/phones-tablets/accessories/cases-covers,0,130,22
panasonic/lumix/camera-photo/underwater,10,40,0
the-face-shop/makeup/women,0,0,0
hp/officejet,140,590,4
lancome/men,40,40,1
samsung/phones-tablets,0,479990,52
panasonic/lumix/camera-photo/compact,10,360,3
the-history-of-whoo/skin-care/women/face/serums,0,0,0
anna-sui/perfume,1300,1360,155
hp/computing/printers/laser,2400,4270,281
king/hobbies,10,10,1
panasonic/tv-video-dvd,1600,2500,22
thebalm/makeup/eyes,0,0,0
hp/computing/laptops/ultrabooks,140,230,1
nikon/coolpix/camera-photo/compact,10,670,4
panasonic/appliances/cookers/rice,5400,5880,201
thebalm/meet-matt-e-hughes/makeup/lips,0,0,0
zoqi/shoes/sandals,10,10,0
foreo/skin-care,10,7740,2
nikon/monarch/adventure/hiking/binoculars,10,20,0
nyx/makeup/eyes/eyeliners,140,440,0
thinch/eyecare,0,0,0
bremont/watches/men,10,10,0
nikon/monarch,10,60,0
etude-house/precious-mineral/makeup/face,0,40,0
thom-browne/clothing/swimwear,0,10,0
covergirl/makeup/eyes,0,30,0
bonia/bags/women/sling,10,10,2
nikon/camera-photo/compact,70,870,24
etude-house/precious-mineral,10,90,0
thomas-sabo/jewellery/women,0,0,0
dorothy-perkins/clothing/shirts,10,10,0
converse/bags,1000,2090,580
aveda/hair-care,10,120,7
thrasher/clothing/men/t-shirts,0,0,0
levis/501/clothing/jeans,30,50,18
everlast/clothing,20,90,1
thule/action-sports,0,0,1
levis/510/clothing,0,30,8
tst/skin-care,10,10,0
timberland/shoes/men/boots/leather,10,10,1
suzuki/swift-sport/cars,10,10,2
bear/jewellery,10,20,0
levis/510,210,240,1
missha/signature/makeup/lips,0,20,0
tokichoi/clothing/women,0,0,0
diane-von-furstenberg/bags,10,30,6
missha/signature/makeup,0,30,0
tom-ford/bags/handbags/clutches,10,10,1
estee-lauder/hydrationist/skin-care/face/moisturizers,0,10,0
nike/air-pegasus,140,160,21
lacie/rugged/computing,0,310,0
nature-republic/aloe-vera/skin-care,0,150,0
tom-ford/clothing/women/skirts,0,0,0
disney/bags/laptop,10,10,0
nike/pg-2/shoes,10,20,1
hello-kitty/toys/action-figures,10,10,0
nature-republic/aloe-vera,590,790,8
tomaz/bags/sling/messenger,0,0,0
nike/sb/shoes/sandals,10,10,0
hello-kitty/toys,210,370,29
nature-republic/skin-care/face/sun-protection,0,20,4
tommy-hilfiger/clothing/men/sweaters,10,10,0
sy/clothing,10,10,6
nike/air-jordan/clothing,10,60,5
versace/kids-clothing/dresses,10,10,1
moschino/clothing/underwear/boxers,10,10,0
tommy-hilfiger/kids-clothing/skirts,0,0,0
prada/shoes/high-heels,20,30,7
nike/roshe-one/shoes,10,20,0
versace/shoes/men/flip-flops,20,20,1
moschino/clothing/underwear,20,40,5
tommy-jeans/clothing/women/sweaters,0,0,0
nike/clothing/men/sportswear,10,60,2
versace/clothing/pants/jogger,10,10,0
moschino/clothing/jumpsuits,10,10,0
tommy-jeans/shoes/sneakers/low-cut,0,0,1
loz/men,0,0,0
nike/shoes/sneakers,2400,2480,51
versace/clothing/tops,10,40,0
moschino/baby-clothing/dresses,10,10,0
tomorrowland/clothing/women/cardigans,0,0,0
rondaful/gym/equipments/skipping-ropes,0,0,0
nike/bags/women/handbags,10,10,1
versace/clothing/jeans/skinny,10,10,0
daewoo/appliances,10,870,8
too-cool-for-school/makeup/lips/lipsticks,0,0,0
yves-saint-laurent/bath-body/men,0,0,0
versace/bags,1000,2760,317
eset/computing/software,0,290,6
too-faced/makeup/lips/lipgloss,10,10,1
hori/hobbies,0,0,0
adidas/yeezy/shoes,70,120,310
high-sierra/bags/backpacks,140,150,7
clinique/pretty-easy/makeup,0,30,0
topman/clothing/men/sweaters,0,0,0
rick-owens/bags/women/accessories,0,0,0
adidas/original/shoes/sports/hiking,10,10,22
rapid/stationery,10,40,1
clinique/makeup/eyes/eyeshadows,20,40,2
topshop/clothing/women/sportswear/shorts,0,0,0
shiseido/makeup/lips/creams,0,0,1
adidas/daroga/shoes,10,10,76
gucci/clothing/dresses/party,10,10,0
clinique/makeup/eyes,0,190,0
topshop/clothing/women/tops/sleeveless,0,0,0
reebok/insta-pump-fury/shoes/sneakers/low-cut,0,0,0
adidas/tubular/shoes/sneakers,10,10,14
velvet/shoes/women/boots,10,10,0
clinique/skin-care/eyes,0,420,2
tory-burch/clothing/jackets,10,10,0
asotv/car-accessories,0,0,0
adidas/swift-run/shoes,10,30,33
isabel-marant/shoes/sandals,10,10,1
bensimon/shoes/sneakers,10,10,1
tory-burch/clothing/women/dresses,0,0,0
nikon/camera-photo/drones,0,0,0
adidas/springblade/shoes,10,20,67
3m/computing,0,10,0
bensimon/shoes,10,20,1
tory-burch/clothing/women/swimwear/bikinis,0,0,0
deuter/speed/bags,0,0,0
adidas/essentials/clothing/pants,10,10,0
redragon/computing/accessories/mouse,0,100,10
hogan/shoes,110,220,21
sembo-block/toys/men,0,0,0
adidas/performance/clothing/sportswear/track-pants,10,10,1
totolink/computing/network-gear,0,20,2
new-balance/shoes/men,110,240,1
luna/stationery/planners,0,0,0
adidas/performance/clothing,0,50,1
totolink/computing,0,30,0
abercrombie-fitch/clothing/sweatshirts,10,10,0
trendnet/computing/network-gear,0,10,2
dressing-paula/clothing/cardigans,0,0,0
adidas/performance,260,360,1
dsquared2/men,10,10,0
ugg/shoes/women/boots/leather,10,10,0
smoant/groceries/food-cupboard,0,0,0
halo/clothing/tops/blouse,10,10,0
zeblaze/phones-tablets/smartwatches,10,280,131
ugg/shoes/women,10,80,1
blu/gaming,0,0,0
halo/clothing/tops,170,180,0
zeblaze/phones-tablets,0,550,0
amd/athlon/computing/hardware,0,430,0
gabs/makeup/women/accessories/bags,0,0,0
suecomma-bonnie/shoes,10,30,3
alexander-wang/bags/handbags,10,30,0
andrea/clothing,10,10,0
thomas-sabo/jewellery/bracelets,0,0,0
mountain-buggy/baby-gear/strollers,10,10,1
mac/satin,30,780,0
stuart-weitzman/shoes/boots,110,130,1
bliss/kitchen-dining,0,0,0
shahnaz-husain/skin-care,10,10,4
mac/liptensity/makeup/lips,0,50,0
sandisk/camera-photo,0,1780,4
photobook-malaysia/stationery/novelty,0,0,0
carven/clothing/tops/blouse,10,10,0
mastermind-japan/shoes/sneakers,10,10,0
joway/phones-tablets/bluetooth-headsets,0,10,0
zensuous/bath-body/shower/bath-bombs,0,0,0
casio/stationery/calculators/scientific,1000,2410,134
thom-browne/bags/handbags,10,30,0
joway/audio-hi-fi/headphones/in-ear,0,40,0
thierry-mugler/bath-body/women/mists,0,0,0
casio/clothing,10,20,1
solar-light/lighting/outdoor-lighting/flood,10,10,39
leica/camera-photo/compact,20,640,3
bcbgmaxazria/clothing/women/pants,0,0,0
la-perla/clothing/sleepwear/pyjamas,10,10,0
cool-gear/kitchen-dining/tableware/drinkware/tumblers,10,10,2
fenty-beauty/match-stix/makeup/face/highlighters,0,10,0
raymin/home-improvement/tools/drills,0,0,0
pepe-jeans/clothing/shirts/denim,10,10,0
cool-gear/kitchen-dining,0,20,1
diesel/clothing/pants,10,40,1
eleaf/gadgets/vapes/tanks,0,0,0
pepe-jeans/clothing/men/jackets,10,10,0
alcatroz/x-craft/computing/accessories,0,80,0
invicta/women,10,10,0
rmk/makeup/face/powders,0,0,0
gearwrench/home-improvement,0,20,1
alcatroz/computing,0,290,0
puma/roma/shoes,10,20,1
noctua/computing/hardware/air-coolers,0,0,0
tommy-jeans/clothing,0,140,2
canon/selphy/computing/printers,50,340,0
puma/suede/shoes/sports,0,10,8
coby-haus/nursery/bedding/playard,0,0,0
billionaire-boys-club/men,10,10,0
canon/imageclass/computing/printers/laser,10,70,0
puma/suede,1900,2030,113
trussardi-jeans/clothing/formal-wear,0,0,0
threads-by-the-produce/clothing/women,0,0,0
canon/legria,20,240,23
puma/evospeed,320,340,76
trussardi/watches/women/chronograph,0,0,0
oshadhi/bath-body,0,0,0
